amount,consumer_id,http_code,left_in_stock,merchant_id,offer_id,price,product_id,quality,timestamp,uid
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,4,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,32.22,1,1,2017-09-05T15:31:15.335Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4717,7.69,1,4,2017-09-05T15:31:15.934Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,4,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4712,33.11,1,2,2017-09-05T15:31:26.906Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4718,8.56,1,4,2017-09-05T15:31:32.397Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4719,10.15,1,4,2017-09-05T15:31:38.767Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,5,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,21.85,1,1,2017-09-05T15:31:57.168Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4720,12.24,1,3,2017-09-05T15:32:00.618Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4721,11.06,1,3,2017-09-05T15:32:14.331Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4722,8.0,1,4,2017-09-05T15:32:23.957Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,4,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,30.24,1,1,2017-09-05T15:32:40.352Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4723,26.96,1,3,2017-09-05T15:32:41.667Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,4,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4712,12.8,1,2,2017-09-05T15:32:49.886Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4724,16.96,1,4,2017-09-05T15:32:51.817Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4725,12.45,1,3,2017-09-05T15:32:53.994Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,4,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4712,22.3,1,2,2017-09-05T15:33:05.169Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4726,18.58,1,3,2017-09-05T15:33:09.221Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4727,13.8,1,3,2017-09-05T15:33:13.818Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,3,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,20.2,1,1,2017-09-05T15:33:15.586Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4729,10.49,1,4,2017-09-05T15:33:25.196Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4728,13.17,1,3,2017-09-05T15:33:30.016Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4730,8.56,1,4,2017-09-05T15:33:33.254Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,1,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4728,9.49,1,3,2017-09-05T15:33:37.679Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,409,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4728,12.2,1,3,2017-09-05T15:33:49.856Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,4,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4712,30.73,1,2,2017-09-05T15:33:56.688Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4728,21.19,1,3,2017-09-05T15:34:00.179Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,5,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,44.94,1,1,2017-09-05T15:34:30.510Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4731,7.13,1,4,2017-09-05T15:34:39.313Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,3,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4712,30.37,1,2,2017-09-05T15:34:45.465Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,3,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4712,27.77,1,2,2017-09-05T15:34:55.392Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4732,10.93,1,3,2017-09-05T15:35:07.069Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,2,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4712,34.08,1,2,2017-09-05T15:35:39.898Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4733,8.35,1,4,2017-09-05T15:35:41.157Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,1,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4712,26.96,1,2,2017-09-05T15:35:42.606Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4734,16.87,1,4,2017-09-05T15:35:42.854Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4734,6.8,1,4,2017-09-05T15:35:51.265Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4712,21.4,1,2,2017-09-05T15:35:54.227Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4735,10.56,1,4,2017-09-05T15:35:57.558Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4737,12.4,1,2,2017-09-05T15:36:01.538Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4736,25.62,1,3,2017-09-05T15:36:11.938Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,7,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,23.59,1,1,2017-09-05T15:36:12.578Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,2,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,15.31,1,2,2017-09-05T15:36:13.145Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4739,21.49,1,3,2017-09-05T15:36:34.078Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4740,11.9,1,4,2017-09-05T15:36:45.923Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,7,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,29.51,1,1,2017-09-05T15:36:56.890Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,1,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,26.59,1,2,2017-09-05T15:37:15.896Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,8,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,35.65,1,1,2017-09-05T15:37:27.822Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,7,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,17.6,1,1,2017-09-05T15:37:28.505Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,1,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4741,8.06,1,4,2017-09-05T15:37:38.499Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4741,8.66,1,4,2017-09-05T15:37:39.278Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4742,19.04,1,3,2017-09-05T15:37:39.923Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4743,9.2,1,3,2017-09-05T15:37:47.185Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,6,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,17.73,1,1,2017-09-05T15:37:53.243Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4744,14.67,1,3,2017-09-05T15:38:03.226Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4745,7.77,1,4,2017-09-05T15:38:17.984Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,3,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,18.18,1,2,2017-09-05T15:38:27.430Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,409,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4746,10.62,1,4,2017-09-05T15:38:29.112Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4746,7.03,1,4,2017-09-05T15:38:30.208Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,6,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,15.59,1,1,2017-09-05T15:38:35.053Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,2,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,12.93,1,2,2017-09-05T15:38:53.380Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,5,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,35.83,1,1,2017-09-05T15:39:01.443Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,2,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,15.0,1,2,2017-09-05T15:39:08.245Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4747,18.16,1,3,2017-09-05T15:39:27.223Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4748,11.02,1,3,2017-09-05T15:39:28.867Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,2,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,32.57,1,2,2017-09-05T15:39:29.931Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4749,14.54,1,3,2017-09-05T15:39:32.135Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4750,13.96,1,4,2017-09-05T15:39:33.081Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4751,10.2,1,4,2017-09-05T15:39:33.801Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,2,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,26.63,1,2,2017-09-05T15:39:35.872Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,6,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,18.78,1,1,2017-09-05T15:39:37.730Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4752,9.42,1,4,2017-09-05T15:39:39.845Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,2,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,13.81,1,2,2017-09-05T15:40:00.028Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,6,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,43.84,1,1,2017-09-05T15:40:07.563Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,2,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,14.0,1,2,2017-09-05T15:40:31.321Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,6,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,20.24,1,1,2017-09-05T15:40:32.828Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,2,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,14.38,1,2,2017-09-05T15:40:34.172Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,2,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,30.01,1,2,2017-09-05T15:40:35.086Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,6,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,42.46,1,1,2017-09-05T15:40:36.435Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,1,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4753,18.04,1,3,2017-09-05T15:40:44.232Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4753,11.87,1,3,2017-09-05T15:40:51.599Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,2,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,32.2,1,2,2017-09-05T15:41:05.406Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4754,13.09,1,4,2017-09-05T15:41:07.866Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,2,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,26.74,1,2,2017-09-05T15:41:09.556Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4755,19.88,1,3,2017-09-05T15:41:13.262Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,1,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,24.07,1,2,2017-09-05T15:41:23.786Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4756,8.32,1,4,2017-09-05T15:41:24.129Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,1,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,20.26,1,2,2017-09-05T15:41:36.752Z,12
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4757,17.97,1,3,2017-09-05T15:41:37.226Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4758,8.38,1,4,2017-09-05T15:41:38.926Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4759,17.2,1,3,2017-09-05T15:41:48.332Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,6,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,34.77,1,1,2017-09-05T15:41:49.269Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4760,8.21,1,4,2017-09-05T15:41:58.571Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4761,20.47,1,3,2017-09-05T15:42:12.022Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,0,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4762,18.99,1,3,2017-09-05T15:42:18.323Z,13
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,6,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4709,20.75,1,1,2017-09-05T15:42:22.900Z,11
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,1,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4763,9.3,1,4,2017-09-05T15:42:24.106Z,14
1,+h9wEzBQmKzSOxGE8SX8unXJ1Hseybidgzd8n8J5Bs0=,200,1,79n7kjGj4f5IgYHHsn/1vM48wtups6ZgzthW+tZS+Sg=,4738,30.37,1,2,2017-09-05T15:42:40.175Z,12
